,Price,Style,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Price Sqr Ft,Last Sold Year,Last Sold For,Last Tax Assestment,Address,City,State,Zipcode,Property Type,Address Full,Days On Trulia
95,"$364,900",4 Beds / 3 Baths,"2,288 sqft",-104.822334,38.77482,"1,607 sqft",4.0,3.0,1983.0,$159/sqft,2012.0,"$252,500","$18,970"," 172 Cobblestone Dr Colorado Springs, CO 80906 ",Colorado Springs,CO,80906,,"172 Cobblestone Dr, Colorado Springs, CO 80906",2.0
96,"$329,000",4 Beds / 3 Baths,"2,066 sqft",-81.822,41.472664,"6,762 sqft",4.0,3.0,1962.0,$159/sqft,2001.0,"$189,500","$77,490"," 2187 Riverside Dr Lakewood, OH 44107 ",Lakewood,OH,44107,,"2187 Riverside Dr, Lakewood, OH 44107",9.0
97,"$408,900",3 Beds / 3 Baths,"3,663 sqft",-84.33741,33.906776,0.7 acres,3.0,3.0,1987.0,$112/sqft,2018.0,"$320,000","$171,160"," 3880 The Ascent NE Brookhaven, GA 30319 ",Brookhaven,GA,30319,,"3880 The Ascent NE, Brookhaven, GA 30319",83.0
98,"$82,000",3 Beds / 3 Baths,"1,522 sqft",-80.25304,36.208187,0.46 acres,3.0,3.0,1975.0,$54/sqft,,,"$60,400"," 1510 Pebblebrook Rd Winston Salem, NC 27105 ",Winston Salem,NC,27105,,"1510 Pebblebrook Rd, Winston Salem, NC 27105",2.0
99,"$223,000",3 Beds / 2 Baths,"1,640 sqft",-97.39411,32.98578,"9,060 sqft",3.0,2.0,2009.0,$136/sqft,,,," 14029 Tanglebrush Trl Haslet, TX 76052 ",Haslet,TX,76052,,"14029 Tanglebrush Trl, Haslet, TX 76052",40.0
100,"$725,494",5 Beds / 4 Baths,"3,429 sqft",-81.26019,28.37635,"6,359 sqft",5.0,4.0,,$212/sqft,2019.0,"$681,000","$65,000"," 12928 Bovet Ave Orlando, FL 32827 ",Orlando,FL,32827,,"12928 Bovet Ave, Orlando, FL 32827",28.0
101,"$800,000",3 Beds / 3 Baths,"1,698 sqft",-118.41636,34.146553,0.34 acres,3.0,3.0,2009.0,$471/sqft,2014.0,"$620,000","$667,978"," 13004 Valleyheart Dr #303 Studio City, CA 91604 ",Studio City,CA,91604,,"13004 Valleyheart Dr #303, Studio City, CA 91604",2.0
102,"$147,000",4 Beds / 2 Baths,"1,962 sqft",-89.98488,30.01928,"5,700 sqft",4.0,2.0,2008.0,$75/sqft,,,," 4675 Lancelot Dr New Orleans, LA 70127 ",New Orleans,LA,70127,,"4675 Lancelot Dr, New Orleans, LA 70127",2.0
103,"$336,265",4 Beds / 2.5 Baths,"3,100 sqft",-85.97221,39.695633,,4.0,2.5,,$108/sqft,,,," 5124 Timber Stream Ct Indianapolis, IN 46239 ",Indianapolis,IN,46239,,"5124 Timber Stream Ct, Indianapolis, IN 46239",
104,"$39,900",,,-97.35309,37.784443,0.93 acres,,,,,,,," 5564 N Seneca St Wichita, KS 67204 ",Wichita,KS,67204,,"5564 N Seneca St, Wichita, KS 67204",2.0
105,"$225,000",3 Beds / 1 Bath,"1,248 sqft",-75.18258,39.92488,800 sqft,3.0,1.0,1920.0,$180/sqft,2016.0,"$85,000",$0," 2152 S Beechwood St Philadelphia, PA 19145 ",Philadelphia,PA,19145,,"2152 S Beechwood St, Philadelphia, PA 19145",
106,"$280,000",1 Bed / 1 Bath,796 sqft,-87.61481,41.88501,1.8 acres,1.0,1.0,1974.0,$352/sqft,,,"$24,179"," 155 N Harbor Dr #4506 Chicago, IL 60601 ",Chicago,IL,60601,,"155 N Harbor Dr #4506, Chicago, IL 60601",13.0
107,"$329,000",2 Beds / 2 Baths,"1,332 sqft",-96.808556,32.815582,0.55 acres,2.0,2.0,2008.0,$247/sqft,,,," 4107 Bowser Ave #208 Dallas, TX 75219 ",Dallas,TX,75219,,"4107 Bowser Ave #208, Dallas, TX 75219",16.0
108,"$519,310",5 Beds / 2.5 Baths,"2,630 sqft",-97.8932,30.377756,,5.0,2.5,,$197/sqft,,,," 12400 Simmental Dr Austin, TX 78732 ",Austin,TX,78732,,"12400 Simmental Dr, Austin, TX 78732",2.0
109,"$750,000",1 Bed / 1 Bath,800 sqft,-73.984276,40.749443,0.29 acres,1.0,1.0,1928.0,$938/sqft,,,"$14,667,750"," 372 5th Ave #10H Manhattan, NY 10018 ",Manhattan,NY,10018,,"372 5th Ave #10H, Manhattan, NY 10018",5.0
110,"$340,000",1 Bed / 1 Bath,697 sqft,-118.17574,33.773605,2.19 acres,1.0,1.0,1985.0,$488/sqft,2014.0,"$136,500","$149,996"," 550 Orange Ave #233 Long Beach, CA 90802 ",Long Beach,CA,90802,,"550 Orange Ave #233, Long Beach, CA 90802",6.0
111,"$119,950",3 Beds / 2 Baths,"1,098 sqft",-106.27019,31.62079,"7,353 sqft",3.0,2.0,2013.0,$109/sqft,,,," 229 Flor Acacia Ct Socorro, TX 79927 ",Socorro,TX,79927,,"229 Flor Acacia Ct, Socorro, TX 79927",6.0
112,"$280,000",4 Beds / 3 Baths,"2,206 sqft",-97.373085,32.65687,"10,873 sqft",4.0,3.0,1969.0,$127/sqft,,,," 3732 Lawndale Ave Fort Worth, TX 76133 ",Fort Worth,TX,76133,,"3732 Lawndale Ave, Fort Worth, TX 76133",
113,"$319,000",Studio,"1,407 sqft",-105.00924,39.849434,3855 sqft,,,2011.0,$227/sqft,,,," 1830 Aspen Meadows Cir Denver, CO 80260 ",Denver,CO,80260,,"1830 Aspen Meadows Cir, Denver, CO 80260",
114,"$70,000",2 Beds / 1 Bath,"1,025 sqft",-95.289055,29.838856,"7,139 sqft",2.0,1.0,1945.0,$68/sqft,,,," 7645 Touchstone St Houston, TX 77028 ",Houston,TX,77028,,"7645 Touchstone St, Houston, TX 77028",24.0
115,"$127,500",3 Beds / 2 Baths,"1,338 sqft",-101.87358,33.55632,7649 sqft,3.0,2.0,1955.0,$95/sqft,,,," 2610 42nd St Lubbock, TX 79413 ",Lubbock,TX,79413,,"2610 42nd St, Lubbock, TX 79413",
116,"$499,900",4 Beds / 3 Baths,"2,615 sqft",-122.65619,45.49444,"4,050 sqft",4.0,3.0,1925.0,$191/sqft,2010.0,"$260,000","$234,650"," 3904 SE 9th Ave Portland, OR 97202 ",Portland,OR,97202,,"3904 SE 9th Ave, Portland, OR 97202",6.0
117,"$1,295,000",5 Beds / 4 Baths,"2,184 sqft",-122.35748,47.648357,"3,600 sqft",5.0,4.0,1953.0,$593/sqft,2003.0,"$420,000","$957,000"," 1 Dravus St Seattle, WA 98109 ",Seattle,WA,98109,,"1 Dravus St, Seattle, WA 98109",2.0
118,"$461,990+",3 Beds / 4 Baths,"2,726 sqft",-111.60708,33.317326,"8,400 sqft",3.0,4.0,2018.0,$169/sqft,,,," Aspen Plan in Estates at Eastmark Summit Collection by Taylor Morrison Mesa, AZ 85212 ",Mesa,AZ,85212,,"Aspen Plan in Estates at Eastmark Summit Collection, Mesa, AZ 85212",7.0
119,"$339,900",3 Beds / 3 Baths,"2,115 sqft",-115.31905,36.30587,"3,498 sqft",3.0,3.0,2017.0,$161/sqft,2018.0,"$311,804","$106,125"," 7970 Forspence Ct Las Vegas, NV 89166 ",Las Vegas,NV,89166,,"7970 Forspence Ct, Las Vegas, NV 89166",6.0
120,"$779,900",3 Beds / 5 Baths,"2,026 sqft",-104.986084,39.757,"3,140 sqft",3.0,5.0,1885.0,$385/sqft,,,"$20,450"," 2459 Lawrence St Denver, CO 80205 ",Denver,CO,80205,,"2459 Lawrence St, Denver, CO 80205",4.0
121,"$505,000",3 Beds / 3 Baths,"2,300 sqft",-93.61449,41.58535,,3.0,3.0,2020.0,$220/sqft,,,," 857 E 2nd St Des Moines, IA 50309 ",Des Moines,IA,50309,,"857 E 2nd St, Des Moines, IA 50309",
122,"$254,000",5 Beds / 3.5 Baths,"2,677 sqft",-98.75362,29.37193,,5.0,3.5,,$95/sqft,,,," 6426 Hoffman Pln San Antonio, TX 78252 ",San Antonio,TX,78252,,"6426 Hoffman Pln, San Antonio, TX 78252",27.0
123,"$149,900",2 Beds / 2 Baths,"1,060 sqft",-93.04623,45.11233,,2.0,2.0,1986.0,$141/sqft,,,," 5666 Brandlwood Ct #56 White Bear Township, MN 55110 ",White Bear Township,MN,55110,,"5666 Brandlwood Ct #56, White Bear Township, MN 55110",7.0
124,"$33,000",4 Beds / 2 Baths,"2,300 sqft",-81.56126,41.54758,,4.0,2.0,,$14/sqft,,,," 1851 Mannering Rd Cleveland, OH 44112 ",Cleveland,OH,44112,,"1851 Mannering Rd, Cleveland, OH 44112",
125,"$189,000",6 Beds / 2 Baths,"2,408 sqft",-82.97385,39.96891,"3,920 sqft",6.0,2.0,1900.0,$78/sqft,,,"$26,570"," 163 N 20th St Columbus, OH 43203 ",Columbus,OH,43203,,"163 N 20th St, Columbus, OH 43203",16.0
126,"$499,000",,,-111.60724,33.39222,197762 sqft,,,,,,,," 10355 E Southern Ave #5 Mesa, AZ 85209 ",Mesa,AZ,85209,,"10355 E Southern Ave #5, Mesa, AZ 85209",35.0
127,"$279,900",4 Beds / 3 Baths,"2,635 sqft",-90.99658,30.420938,1 acre,4.0,3.0,2004.0,$106/sqft,,,," 3306 Grassy Lake Dr Baton Rouge, LA 70816 ",Baton Rouge,LA,70816,,"3306 Grassy Lake Dr, Baton Rouge, LA 70816",41.0
128,"$168,007",,"1,315 sqft",-110.94791,32.16937,"6,543 sqft",,2.0,1976.0,$100/sqft,2001.0,"$94,900","$10,961"," 1535 E Calle Salamanca Tucson, AZ 85714 ",Tucson,AZ,85714,,"1535 E Calle Salamanca, Tucson, AZ 85714",28.0
129,"$249,900",2 Beds / 2 Baths,926 sqft,-87.891365,43.052723,0.35 acres,2.0,2.0,1967.0,$270/sqft,2015.0,"$145,000","$151,900"," 1707 N Prospect Ave #10E Milwaukee, WI 53202 ",Milwaukee,WI,53202,,"1707 N Prospect Ave #10E, Milwaukee, WI 53202",32.0
130,"$275,000",3 Beds / 2 Baths,"1,169 sqft",-78.91464,35.99142,"7,579 sqft",3.0,2.0,1930.0,$235/sqft,,,"$192,325"," 1002 Arnette Ave Durham, NC 27707 ",Durham,NC,27707,,"1002 Arnette Ave, Durham, NC 27707",9.0
131,"$160,000",3 Beds / 2 Baths,"1,532 sqft",-97.45255,32.751217,"7,889 sqft",3.0,2.0,1957.0,$104/sqft,,,," 863 Perry Dr White Settlement, TX 76108 ",White Settlement,TX,76108,,"863 Perry Dr, White Settlement, TX 76108",29.0
132,"$276,900",2 Beds / 2.5 Baths,"1,101 sqft",-86.929596,36.07435,,2.0,2.5,,$251/sqft,,,"$11,250"," 639 Bristol Creek Dr Nashville, TN 37221 ",Nashville,TN,37221,,"639 Bristol Creek Dr, Nashville, TN 37221",19.0
133,"$596,990",5 Beds / 3 Baths,"3,380 sqft",-117.539345,34.00153,"7,405 sqft",5.0,3.0,,$177/sqft,,,"$371,947"," 4733 Snap Dragon St Jurupa Valley, CA 91752 ",Jurupa Valley,CA,91752,,"4733 Snap Dragon St, Jurupa Valley, CA 91752",2.0
134,Contact For Estimate,4 Beds / 2 Baths,"1,581 sqft",-106.37024,31.958265,"4,818 sqft",4.0,2.0,2013.0,,,,," 12016 Copper Hill Pl El Paso, TX 79934 ",El Paso,TX,79934,,"12016 Copper Hill Pl, El Paso, TX 79934",2.0
135,"$173,900",3 Beds / 2 Baths,"1,230 sqft",-119.04809,35.416992,"6,534 sqft",3.0,2.0,1947.0,$141/sqft,1999.0,"$50,000","$70,246"," 1227 Wilson Ave Bakersfield, CA 93308 ",Bakersfield,CA,93308,,"1227 Wilson Ave, Bakersfield, CA 93308",39.0
136,"$265,000",5 Beds / 3 Baths,"2,825 sqft",-99.4656,27.607582,"8,751 sqft",5.0,3.0,2005.0,$94/sqft,,,," 2603 Anejo Dr Laredo, TX 78045 ",Laredo,TX,78045,,"2603 Anejo Dr, Laredo, TX 78045",40.0
137,"$234,900",3 Beds / 2 Baths,"1,239 sqft",-119.04188,35.13667,,3.0,2.0,,$190/sqft,,,," 6004 Whaleback Ave Bakersfield, CA 93313 ",Bakersfield,CA,93313,,"6004 Whaleback Ave, Bakersfield, CA 93313",
138,"$460,000",5 Beds / 3 Baths,"3,228 sqft",-112.20843,33.65942,"6,400 sqft",5.0,3.0,1990.0,$143/sqft,2011.0,"$267,000","$32,010"," 19207 N 69th Ave Glendale, AZ 85308 ",Glendale,AZ,85308,,"19207 N 69th Ave, Glendale, AZ 85308",8.0
139,"$129,000",2 Beds / 1 Bath,751 sqft,-83.12537,42.473507,4791 sqft,2.0,1.0,1925.0,$172/sqft,,,," 3218 Grayson St Ferndale, MI 48220 ",Ferndale,MI,48220,,"3218 Grayson St, Ferndale, MI 48220",27.0
140,"$71,000",3 Beds / 1 Bath,"1,050 sqft",-83.27118,42.380753,"5,227 sqft",3.0,1.0,1952.0,$68/sqft,2009.0,"$12,500","$15,700"," 12733 Virgil St Detroit, MI 48223 ",Detroit,MI,48223,,"12733 Virgil St, Detroit, MI 48223",29.0
141,"$259,900",2 Beds / 2 Baths,756 sqft,-87.7892,41.936962,"3,585 sqft",2.0,2.0,1915.0,$344/sqft,2016.0,"$237,000","$18,270"," 3117 N Neenah Ave Chicago, IL 60634 ",Chicago,IL,60634,,"3117 N Neenah Ave, Chicago, IL 60634",31.0
142,"$305,000",1 Bed / 1 Bath,,-79.96054,40.462288,,1.0,1.0,,,,,," 3807 Liberty Ave #307 Pittsburgh, PA 15201 ",Pittsburgh,PA,15201,,"3807 Liberty Ave #307, Pittsburgh, PA 15201",13.0
143,"$180,000",4 Beds,"1,948 sqft",-122.54872,45.519707,9583 sqft,4.0,,1962.0,$92/sqft,,,," 400 SE 111th Ave Portland, OR 97216 ",Portland,OR,97216,,"400 SE 111th Ave, Portland, OR 97216",2.0
144,"$218,900",4 Beds / 2 Baths,"1,749 sqft",-97.37756,32.98609,"6,155 sqft",4.0,2.0,2007.0,$125/sqft,,,," 14041 Coyote Trl Haslet, TX 76052 ",Haslet,TX,76052,,"14041 Coyote Trl, Haslet, TX 76052",33.0
145,"$270,000",,,-117.083305,32.765022,1.51 acres,,,,,2009.0,"$40,000","$46,283"," 4600 Collwood Ln San Diego, CA 92115 ",San Diego,CA,92115,,"4600 Collwood Ln, San Diego, CA 92115",
146,"$284,995",3 Beds / 3 Baths,"1,663 sqft",-95.545815,29.8255,"2,143 sqft",3.0,3.0,2018.0,$171/sqft,,,," 10210 Pinewood Fox Dr Houston, TX 77080 ",Houston,TX,77080,,"10210 Pinewood Fox Dr, Houston, TX 77080",180.0
147,"$749,000",4 Beds / 2 Baths,"2,052 sqft",-73.82255,40.817177,"2,800 sqft",4.0,2.0,1960.0,$365/sqft,2019.0,"$675,000","$30,066"," 2745 Miles Ave Bronx, NY 10465 ",Bronx,NY,10465,,"2745 Miles Ave, Bronx, NY 10465",2.0
148,"$465,000",5 Beds / 6 Baths,"4,645 sqft",-97.25788,37.689327,0.57 acres,5.0,6.0,1936.0,$100/sqft,,,," 31 N Mission Rd Eastborough, KS 67206 ",Eastborough,KS,67206,,"31 N Mission Rd, Eastborough, KS 67206",37.0
149,"$169,900",2 Beds / 1 Bath,828 sqft,-80.43894,25.689306,,2.0,1.0,1984.0,$205/sqft,,,"$107,272"," 8365 SW 152nd Ave #C-216 Miami, FL 33193 ",Miami,FL,33193,,"8365 SW 152nd Ave #C-216, Miami, FL 33193",42.0
150,"$274,635",4 Beds / 3 Baths,"1,717 sqft",-77.335205,37.422985,2.00 acres,4.0,3.0,2019.0,$160/sqft,,,," 8810 Buffin Rd Henrico, VA 23231 ",Henrico,VA,23231,,"8810 Buffin Rd, Henrico, VA 23231",33.0
151,"$175,000",1 Bed / 1 Bath,645 sqft,-84.3888,33.78968,645 sqft,1.0,1.0,1989.0,$271/sqft,2012.0,"$59,000","$46,840"," 1280 W Peachtree St NW #1004 Atlanta, GA 30309 ",Atlanta,GA,30309,,"1280 W Peachtree St NW #1004, Atlanta, GA 30309",44.0
152,"$675,000",4 Beds / 2 Baths,"1,614 sqft",-117.140076,32.921936,"5,200 sqft",4.0,2.0,1971.0,$418/sqft,2002.0,"$280,000","$370,792"," 11069 Sagittarius Rd San Diego, CA 92126 ",San Diego,CA,92126,,"11069 Sagittarius Rd, San Diego, CA 92126",9.0
153,"$255,000",3 Beds / 3 Baths,"1,540 sqft",-74.99695,40.07643,"2,179 sqft",3.0,3.0,1965.0,$166/sqft,2014.0,"$198,900",$0," 3205 Saxon Pl Philadelphia, PA 19114 ",Philadelphia,PA,19114,,"3205 Saxon Pl, Philadelphia, PA 19114",13.0
154,"$448,500",5 Beds / 3 Baths,"3,195 sqft",-104.66438,38.935783,"8,498 sqft",5.0,3.0,2015.0,$140/sqft,2015.0,"$384,792","$28,450"," 7346 Horizon Wood Ln Colorado Springs, CO 80927 ",Colorado Springs,CO,80927,,"7346 Horizon Wood Ln, Colorado Springs, CO 80927",11.0
155,"$1,350,000",3 Beds / 4 Baths,"2,218 sqft",-77.04272,38.93329,,3.0,4.0,2019.0,$609/sqft,,,," 1844 Monroe St NW #2 Washington, DC 20010 ",Washington,DC,20010,,"1844 Monroe St NW #2, Washington, DC 20010",
156,"$339,000",5 Beds / 3 Baths,"2,749 sqft",-112.141655,33.711628,"5,045 sqft",5.0,3.0,1998.0,$123/sqft,2012.0,"$200,000","$24,680"," 3826 W Fallen Leaf Ln Glendale, AZ 85310 ",Glendale,AZ,85310,,"3826 W Fallen Leaf Ln, Glendale, AZ 85310",8.0
157,"$1,098,000",5 Beds / 4 Baths,"4,534 sqft",-80.37733,25.83687,"10,356 sqft",5.0,4.0,1999.0,$242/sqft,2019.0,"$780,000","$724,047"," 11102 NW 71st Ter Doral, FL 33178 ",Doral,FL,33178,,"11102 NW 71st Ter, Doral, FL 33178",28.0
158,"$624,990",4 Beds / 4 Baths,"3,541 sqft",-97.08953,32.79967,,4.0,4.0,,$177/sqft,,,," 1904 Green Jasper Pl Arlington, TX 76005 ",Arlington,TX,76005,,"1904 Green Jasper Pl, Arlington, TX 76005",43.0
159,"$92,400",3 Beds / 1 Bath,"1,104 sqft",-79.97585,40.49694,"4,224 sqft",3.0,1.0,1920.0,$84/sqft,2015.0,"$40,000","$42,900"," 1420 Walters Ave Pittsburgh, PA 15209 ",Pittsburgh,PA,15209,,"1420 Walters Ave, Pittsburgh, PA 15209",6.0
160,"$174,900",2 Beds / 2 Baths,"1,000 sqft",-87.816696,41.924873,"6,250 sqft",2.0,2.0,1983.0,$175/sqft,2000.0,"$125,000","$11,333"," 7611 W Altgeld St #3N Elmwood Park, IL 60707 ",Elmwood Park,IL,60707,,"7611 W Altgeld St #3N, Elmwood Park, IL 60707",69.0
161,"$104,900",3 Beds / 2 Baths,836 sqft,-82.41569,27.987268,"6,000 sqft",3.0,2.0,1952.0,$125/sqft,2015.0,"$55,000","$55,329"," 4604 Booker T Dr Tampa, FL 33610 ",Tampa,FL,33610,,"4604 Booker T Dr, Tampa, FL 33610",
162,"$235,000",2 Beds / 2 Baths,"1,460 sqft",-95.49675,29.760897,1.90 acres,2.0,2.0,1964.0,$161/sqft,,,," 640 S Ripple Creek Dr #640 Houston, TX 77057 ",Houston,TX,77057,,"640 S Ripple Creek Dr #640, Houston, TX 77057",71.0
163,"$630,000",1 Bed / 1 Bath,557 sqft,-73.98062,40.741676,,1.0,1.0,1965.0,"$1,131/sqft",,,"$73,466"," 200 E 28th St #5B New York, NY 10016 ",New York,NY,10016,,"200 E 28th St #5B, New York, NY 10016",34.0
164,"$124,900",3 Beds / 1 Bath,"1,026 sqft",-82.91103,39.94986,"6,098 sqft",3.0,1.0,1957.0,$122/sqft,2003.0,"$86,500","$20,690"," 1061 S Waverly St Columbus, OH 43227 ",Columbus,OH,43227,,"1061 S Waverly St, Columbus, OH 43227",13.0
165,"$149,900",,,-89.79894,35.08475,0.35 acres,,,,,,,," Tagg Dr Germantown, TN 38138 ",Germantown,TN,38138,,"Tagg Dr, Germantown, TN 38138",2.0
166,"$500,000",3 Beds / 4 Baths,"2,400 sqft",-95.36349,29.733923,"3,751 sqft",3.0,4.0,2017.0,$208/sqft,,,," 2511 Elgin St Houston, TX 77004 ",Houston,TX,77004,,"2511 Elgin St, Houston, TX 77004",43.0
167,"$155,000",2 Beds / 1 Bath,875 sqft,-93.058754,45.07458,871 sqft,2.0,1.0,1988.0,$177/sqft,,,"$125,300"," 924 Pond View Ct Vadnais Heights, MN 55127 ",Vadnais Heights,MN,55127,,"924 Pond View Ct, Vadnais Heights, MN 55127",3.0
168,"$183,999",3 Beds / 2 Baths,"1,266 sqft",-98.56676,29.42037,,3.0,2.0,2020.0,$145/sqft,,,," 4238 Mesa Cv San Antonio, TX 78237 ",San Antonio,TX,78237,,"4238 Mesa Cv, San Antonio, TX 78237",166.0
169,"$699,750",2 Beds / 2 Baths,,-87.66007,41.931725,,2.0,2.0,2016.0,,,,," 2756 N Magnolia Ave #2N Chicago, IL 60614 ",Chicago,IL,60614,,"2756 N Magnolia Ave #2N, Chicago, IL 60614",39.0
170,"$540,000",3 Beds / 2 Baths,"1,253 sqft",-118.41832,34.23567,"6,840 sqft",3.0,2.0,1953.0,$431/sqft,1996.0,"$126,000","$183,943"," 9147 Lev Ave Arleta, CA 91331 ",Arleta,CA,91331,,"9147 Lev Ave, Arleta, CA 91331",
171,"$329,500",4 Beds / 2 Baths,"2,760 sqft",-106.45935,31.790497,"5,976 sqft",4.0,2.0,1923.0,$119/sqft,,,," 3001 Copper Ave El Paso, TX 79930 ",El Paso,TX,79930,,"3001 Copper Ave, El Paso, TX 79930",2.0
172,"$539,000",4 Beds / 4 Baths,"2,312 sqft",-84.34654,33.73932,"8,712 sqft",4.0,4.0,1940.0,$233/sqft,2017.0,"$1,480,436","$120,480"," 1252 Portland Ave SE Atlanta, GA 30316 ",Atlanta,GA,30316,,"1252 Portland Ave SE, Atlanta, GA 30316",
173,"$274,900",2 Beds / 1 Bath,614 sqft,-104.931435,39.699062,436 sqft,2.0,1.0,1982.0,$448/sqft,2006.0,"$113,000","$11,513"," 950 S Dahlia St #C Denver, CO 80246 ",Denver,CO,80246,,"950 S Dahlia St #C, Denver, CO 80246",8.0
174,"$695,000",2 Beds / 1 Bath,720 sqft,-122.31844,47.761612,"6,651 sqft",2.0,1.0,1950.0,$965/sqft,2000.0,"$157,500","$303,000"," 18302 10th Ave NE Shoreline, WA 98155 ",Shoreline,WA,98155,,"18302 10th Ave NE, Shoreline, WA 98155",93.0
175,"$558,995",3 Beds / 2.5 Baths,"2,086 sqft",-115.1245,35.9478,"6,190 sqft",3.0,2.5,,$268/sqft,,,"$33,458"," 2543 Talisker Ave Henderson, NV 89044 ",Henderson,NV,89044,,"2543 Talisker Ave, Henderson, NV 89044",4.0
176,"$255,000",3 Beds / 2 Baths,"1,218 sqft",-111.638794,33.410652,"6,416 sqft",3.0,2.0,1998.0,$209/sqft,2004.0,"$126,500","$14,910"," 226 S 89th St Mesa, AZ 85208 ",Mesa,AZ,85208,,"226 S 89th St, Mesa, AZ 85208",
177,"$449,900",3 Beds / 2 Baths,"2,509 sqft",-93.265564,44.919853,"3,920 sqft",3.0,2.0,1935.0,$179/sqft,2002.0,"$173,900","$290,500"," 4556 Park Ave Minneapolis, MN 55407 ",Minneapolis,MN,55407,,"4556 Park Ave, Minneapolis, MN 55407",2.0
178,"$265,000",3 Beds / 2 Baths,"1,401 sqft",-111.63255,33.358654,"5,500 sqft",3.0,2.0,1999.0,$189/sqft,2016.0,"$189,700","$17,280"," 9335 E Posada Ave Mesa, AZ 85212 ",Mesa,AZ,85212,,"9335 E Posada Ave, Mesa, AZ 85212",33.0
179,"$189,900",4 Beds / 2 Baths,"1,434 sqft",-87.70844,41.710007,"6,700 sqft",4.0,2.0,1948.0,$132/sqft,1995.0,"$133,000","$20,801"," 10055 S Saint Louis Ave Evergreen Pk, IL 60805 ",Evergreen Pk,IL,60805,,"10055 S Saint Louis Ave, Evergreen Pk, IL 60805",35.0
180,"$286,005",3 Beds / 2 Baths,"1,930 sqft",-98.73143,29.456598,,3.0,2.0,,$148/sqft,,,," 12157 Tower Frst San Antonio, TX 78253 ",San Antonio,TX,78253,,"12157 Tower Frst, San Antonio, TX 78253",7.0
181,"$250,000",2 Beds / 2 Baths,"1,589 sqft",-89.42475,43.019814,"2,744 sqft",2.0,2.0,2004.0,$157/sqft,2017.0,"$202,500","$215,900"," 5460 Caddis Bnd #103 Fitchburg, WI 53711 ",Fitchburg,WI,53711,,"5460 Caddis Bnd #103, Fitchburg, WI 53711",
182,"$159,900",4 Beds / 4 Baths,"2,582 sqft",-97.27991,37.754044,1 acre,4.0,4.0,1937.0,$62/sqft,,,," 3914 N Oliver St Bel Aire, KS 67220 ",Bel Aire,KS,67220,,"3914 N Oliver St, Bel Aire, KS 67220",
183,"$135,000",3 Beds / 2 Baths,"1,456 sqft",-86.046936,39.846863,0.34 acres,3.0,2.0,1963.0,$93/sqft,,,," 6929 E 52nd St Indianapolis, IN 46226 ",Indianapolis,IN,46226,,"6929 E 52nd St, Indianapolis, IN 46226",12.0
184,"$1,000",3 Beds / 2 Baths,"2,038 sqft",-83.15468,42.406673,"3,485 sqft",3.0,2.0,1927.0,$0/sqft,,,$0," 15731 Cherrylawn St Detroit, MI 48238 ",Detroit,MI,48238,,"15731 Cherrylawn St, Detroit, MI 48238",11.0
185,"$119,900",2 Beds / 2 Baths,"1,390 sqft",-86.68178,33.625477,"5,663 sqft",2.0,2.0,1987.0,$86/sqft,1999.0,"$107,000","$12,280"," 1709 Lake Park Cir Center Pt, AL 35215 ",Center Pt,AL,35215,,"1709 Lake Park Cir, Center Pt, AL 35215",7.0
186,"$699,900",4 Beds / 4 Baths,"4,149 sqft",-95.47547,29.676666,0.39 acres,4.0,4.0,1965.0,$169/sqft,,,," 5323 S Braeswood Blvd Houston, TX 77096 ",Houston,TX,77096,,"5323 S Braeswood Blvd, Houston, TX 77096",4.0
187,"$295,000",3 Beds / 3 Baths,"2,400 sqft",-89.99491,29.903242,"7,169 sqft",3.0,3.0,2018.0,$123/sqft,,,," 4100 S Inwood Ave New Orleans, LA 70131 ",New Orleans,LA,70131,,"4100 S Inwood Ave, New Orleans, LA 70131",30.0
188,"$384,500",4 Beds / 4 Baths,"3,006 sqft",-89.78986,35.072666,0.33 acres,4.0,4.0,1993.0,$128/sqft,1996.0,"$240,000","$82,175"," 8190 Talmage Cv Memphis, TN 38138 ",Memphis,TN,38138,,"8190 Talmage Cv, Memphis, TN 38138",35.0
189,"$199,900",3 Beds / 2 Baths,"1,685 sqft",-85.97733,39.836876,10018 sqft,3.0,2.0,2019.0,$119/sqft,,,," 5710 Bowditch Dr Indianapolis, IN 46235 ",Indianapolis,IN,46235,,"5710 Bowditch Dr, Indianapolis, IN 46235",41.0
190,"$289,000",2 Beds / 2 Baths,"1,312 sqft",-98.44596,29.46385,,2.0,2.0,1988.0,$220/sqft,,,," 1 Towers Park Ln #512 San Antonio, TX 78209 ",San Antonio,TX,78209,,"1 Towers Park Ln #512, San Antonio, TX 78209",
191,"$460,000",2 Beds / 2 Baths,"1,276 sqft",-118.52251,34.16737,0.5 acres,2.0,2.0,1970.0,$361/sqft,2013.0,"$307,000","$337,362"," 5315 Zelzah Ave #1 Encino, CA 91316 ",Encino,CA,91316,,"5315 Zelzah Ave #1, Encino, CA 91316",37.0
192,"$1,745,000",5 Beds / 4 Baths,"4,207 sqft",-80.344864,25.636553,0.55 acres,5.0,4.0,1999.0,$415/sqft,1993.0,"$370,000","$1,152,153"," 9325 SW 144th St Miami, FL 33176 ",Miami,FL,33176,,"9325 SW 144th St, Miami, FL 33176",3.0
